run_id,version,artifact_version,suite,case_id,is_multiturn,case_failure_type,observed_mismatch,expected_tool,actual_tool,passed,routing_correct,args_correct,failures
v0_B_base_openrouter_20260729T104331927811,v0,v0+peb1c8179815b+t6cdb53d5d7b8,base,R11_missing_url,False,missing_info,missing_tool_call,clarify,fetch,False,False,False,missing tool call clarify; extra tool call fetch
v0_B_base_openrouter_20260729T104331927811,v0,v0+peb1c8179815b+t6cdb53d5d7b8,base,R12_confirm_before_send,False,wrong_boundary,missing_tool_call,clarify,send,False,False,False,missing tool call clarify; extra tool call send
v0_B_base_openrouter_20260729T104331927811,v0,v0+peb1c8179815b+t6cdb53d5d7b8,base,R13_parallel_web_and_tweets,False,wrong_tool,missing_tool_call,lookup|social_search,lookup|timeline,False,False,False,missing tool call social_search; extra tool call timeline
v0_B_base_openrouter_20260729T104331927811,v0,v0+peb1c8179815b+t6cdb53d5d7b8,base,R14_out_of_scope_coding,False,out_of_scope,unexpected_tool_call,no_tool,send,False,False,False,expected no tool call
v0_B_base_openrouter_20260729T104331927811,v0,v0+peb1c8179815b+t6cdb53d5d7b8,base,M01_clarify_then_fill,True,missing_info,,timeline,timeline,True,True,True,
v0_B_base_openrouter_20260729T104331927811,v0,v0+peb1c8179815b+t6cdb53d5d7b8,base,M02_carryover_timeframe,True,wrong_arg_value,,lookup,lookup,True,True,True,
v0_B_base_openrouter_20260729T104331927811,v0,v0+peb1c8179815b+t6cdb53d5d7b8,base,M03_correction_handle,True,wrong_arg_value,,timeline,timeline,True,True,True,
v0_B_base_openrouter_20260729T104331927811,v0,v0+peb1c8179815b+t6cdb53d5d7b8,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v0_B_base_openrouter_20260729T104331927811,v0,v0+peb1c8179815b+t6cdb53d5d7b8,base,M05_correction_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v0_B_base_openrouter_20260729T104331927811,v0,v0+peb1c8179815b+t6cdb53d5d7b8,base,M06_switch_tool,True,wrong_tool,,lookup,lookup,True,True,True,
v0_B_base_openrouter_20260729T110108935870,v0,v0+p80df0ac3ada0+td9215e8a50bf,base,R01_user_tweets_routing,False,wrong_tool,,timeline,timeline,True,True,True,
v0_B_base_openrouter_20260729T110108935870,v0,v0+p80df0ac3ada0+td9215e8a50bf,base,R02_search_tweets_routing,False,wrong_tool,,social_search,social_search,True,True,True,
v0_B_base_openrouter_20260729T110108935870,v0,v0+p80df0ac3ada0+td9215e8a50bf,base,R03_web_news_routing,False,wrong_tool,,lookup,lookup,True,True,True,
v0_B_base_openrouter_20260729T110108935870,v0,v0+p80df0ac3ada0+td9215e8a50bf,base,R04_read_url_routing,False,wrong_tool,,fetch,fetch,True,True,True,
v0_B_base_openrouter_20260729T110108935870,v0,v0+p80df0ac3ada0+td9215e8a50bf,base,R05_limit_arg,False,wrong_arg_value,,timeline,timeline,True,True,True,
v0_B_base_openrouter_20260729T110108935870,v0,v0+p80df0ac3ada0+td9215e8a50bf,base,R06_timeframe_arg,False,wrong_arg_value,,lookup,lookup,True,True,True,
v0_B_base_openrouter_20260729T110108935870,v0,v0+p80df0ac3ada0+td9215e8a50bf,base,R07_search_type_arg,False,wrong_arg_value,,social_search,social_search,True,True,True,
v0_B_base_openrouter_20260729T110108935870,v0,v0+p80df0ac3ada0+td9215e8a50bf,base,R08_out_of_scope,False,out_of_scope,,no_tool,,True,True,True,
v0_B_base_openrouter_20260729T110108935870,v0,v0+p80df0ac3ada0+td9215e8a50bf,base,R09_no_tool_capability,False,unnecessary_tool,,no_tool,,True,True,True,
v0_B_base_openrouter_20260729T110108935870,v0,v0+p80df0ac3ada0+td9215e8a50bf,base,R10_missing_handle,False,missing_info,,clarify,clarify,True,True,True,
v0_B_base_openrouter_20260729T110108935870,v0,v0+p80df0ac3ada0+td9215e8a50bf,base,R11_missing_url,False,missing_info,,clarify,clarify,True,True,True,
v0_B_base_openrouter_20260729T110108935870,v0,v0+p80df0ac3ada0+td9215e8a50bf,base,R12_confirm_before_send,False,wrong_boundary,wrong_arg_value,clarify,clarify,False,True,False,"response_type: expected 'yes_no', got 'text'"
v0_B_base_openrouter_20260729T110108935870,v0,v0+p80df0ac3ada0+td9215e8a50bf,base,R13_parallel_web_and_tweets,False,wrong_tool,,lookup|social_search,lookup|social_search,True,True,True,
v0_B_base_openrouter_20260729T110108935870,v0,v0+p80df0ac3ada0+td9215e8a50bf,base,R14_out_of_scope_coding,False,out_of_scope,,no_tool,,True,True,True,
v0_B_base_openrouter_20260729T110108935870,v0,v0+p80df0ac3ada0+td9215e8a50bf,base,M01_clarify_then_fill,True,missing_info,,timeline,timeline,True,True,True,
v0_B_base_openrouter_20260729T110108935870,v0,v0+p80df0ac3ada0+td9215e8a50bf,base,M02_carryover_timeframe,True,wrong_arg_value,,lookup,lookup,True,True,True,
v0_B_base_openrouter_20260729T110108935870,v0,v0+p80df0ac3ada0+td9215e8a50bf,base,M03_correction_handle,True,wrong_arg_value,,timeline,timeline,True,True,True,
v0_B_base_openrouter_20260729T110108935870,v0,v0+p80df0ac3ada0+td9215e8a50bf,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v0_B_base_openrouter_20260729T110108935870,v0,v0+p80df0ac3ada0+td9215e8a50bf,base,M05_correction_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v0_B_base_openrouter_20260729T110108935870,v0,v0+p80df0ac3ada0+td9215e8a50bf,base,M06_switch_tool,True,wrong_tool,extra_tool_call,lookup,social_search|lookup,False,False,False,extra tool call social_search
v1_B_base_openrouter_20260729T111429371707,v1,v1+p6aa1a061e3ba+t6cdb53d5d7b8,base,R01_user_tweets_routing,False,wrong_tool,,timeline,timeline,True,True,True,
v1_B_base_openrouter_20260729T111429371707,v1,v1+p6aa1a061e3ba+t6cdb53d5d7b8,base,R02_search_tweets_routing,False,wrong_tool,,social_search,social_search,True,True,True,
v1_B_base_openrouter_20260729T111429371707,v1,v1+p6aa1a061e3ba+t6cdb53d5d7b8,base,R03_web_news_routing,False,wrong_tool,,lookup,lookup,True,True,True,
v1_B_base_openrouter_20260729T111429371707,v1,v1+p6aa1a061e3ba+t6cdb53d5d7b8,base,R04_read_url_routing,False,wrong_tool,,fetch,fetch,True,True,True,
v1_B_base_openrouter_20260729T111429371707,v1,v1+p6aa1a061e3ba+t6cdb53d5d7b8,base,R05_limit_arg,False,wrong_arg_value,,timeline,timeline,True,True,True,
v1_B_base_openrouter_20260729T111429371707,v1,v1+p6aa1a061e3ba+t6cdb53d5d7b8,base,R06_timeframe_arg,False,wrong_arg_value,,lookup,lookup,True,True,True,
v1_B_base_openrouter_20260729T111429371707,v1,v1+p6aa1a061e3ba+t6cdb53d5d7b8,base,R07_search_type_arg,False,wrong_arg_value,,social_search,social_search,True,True,True,
v1_B_base_openrouter_20260729T111429371707,v1,v1+p6aa1a061e3ba+t6cdb53d5d7b8,base,R08_out_of_scope,False,out_of_scope,,no_tool,,True,True,True,
v1_B_base_openrouter_20260729T111429371707,v1,v1+p6aa1a061e3ba+t6cdb53d5d7b8,base,R09_no_tool_capability,False,unnecessary_tool,,no_tool,,True,True,True,
v1_B_base_openrouter_20260729T111429371707,v1,v1+p6aa1a061e3ba+t6cdb53d5d7b8,base,R10_missing_handle,False,missing_info,,clarify,clarify,True,True,True,
v1_B_base_openrouter_20260729T111429371707,v1,v1+p6aa1a061e3ba+t6cdb53d5d7b8,base,R11_missing_url,False,missing_info,,clarify,clarify,True,True,True,
v1_B_base_openrouter_20260729T111429371707,v1,v1+p6aa1a061e3ba+t6cdb53d5d7b8,base,R12_confirm_before_send,False,wrong_boundary,,clarify,clarify,True,True,True,
v1_B_base_openrouter_20260729T111429371707,v1,v1+p6aa1a061e3ba+t6cdb53d5d7b8,base,R13_parallel_web_and_tweets,False,wrong_tool,,lookup|social_search,lookup|social_search,True,True,True,
v1_B_base_openrouter_20260729T111429371707,v1,v1+p6aa1a061e3ba+t6cdb53d5d7b8,base,R14_out_of_scope_coding,False,out_of_scope,,no_tool,,True,True,True,
v1_B_base_openrouter_20260729T111429371707,v1,v1+p6aa1a061e3ba+t6cdb53d5d7b8,base,M01_clarify_then_fill,True,missing_info,,timeline,timeline,True,True,True,
v1_B_base_openrouter_20260729T111429371707,v1,v1+p6aa1a061e3ba+t6cdb53d5d7b8,base,M02_carryover_timeframe,True,wrong_arg_value,missing_tool_call,lookup,social_search,False,False,False,missing tool call lookup; extra tool call social_search
v1_B_base_openrouter_20260729T111429371707,v1,v1+p6aa1a061e3ba+t6cdb53d5d7b8,base,M03_correction_handle,True,wrong_arg_value,,timeline,timeline,True,True,True,
v1_B_base_openrouter_20260729T111429371707,v1,v1+p6aa1a061e3ba+t6cdb53d5d7b8,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v1_B_base_openrouter_20260729T111429371707,v1,v1+p6aa1a061e3ba+t6cdb53d5d7b8,base,M05_correction_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v1_B_base_openrouter_20260729T111429371707,v1,v1+p6aa1a061e3ba+t6cdb53d5d7b8,base,M06_switch_tool,True,wrong_tool,,lookup,lookup,True,True,True,
v2_B_base_openrouter_20260729T111613965998,v2,v2+p6aa1a061e3ba+tbbfc1245f5f0,base,R01_user_tweets_routing,False,wrong_tool,,timeline,timeline,True,True,True,
v2_B_base_openrouter_20260729T111613965998,v2,v2+p6aa1a061e3ba+tbbfc1245f5f0,base,R02_search_tweets_routing,False,wrong_tool,,social_search,social_search,True,True,True,
v2_B_base_openrouter_20260729T111613965998,v2,v2+p6aa1a061e3ba+tbbfc1245f5f0,base,R03_web_news_routing,False,wrong_tool,,lookup,lookup,True,True,True,
v2_B_base_openrouter_20260729T111613965998,v2,v2+p6aa1a061e3ba+tbbfc1245f5f0,base,R04_read_url_routing,False,wrong_tool,,fetch,fetch,True,True,True,
v2_B_base_openrouter_20260729T111613965998,v2,v2+p6aa1a061e3ba+tbbfc1245f5f0,base,R05_limit_arg,False,wrong_arg_value,,timeline,timeline,True,True,True,
v2_B_base_openrouter_20260729T111613965998,v2,v2+p6aa1a061e3ba+tbbfc1245f5f0,base,R06_timeframe_arg,False,wrong_arg_value,,lookup,lookup,True,True,True,
v2_B_base_openrouter_20260729T111613965998,v2,v2+p6aa1a061e3ba+tbbfc1245f5f0,base,R07_search_type_arg,False,wrong_arg_value,,social_search,social_search,True,True,True,
v2_B_base_openrouter_20260729T111613965998,v2,v2+p6aa1a061e3ba+tbbfc1245f5f0,base,R08_out_of_scope,False,out_of_scope,,no_tool,,True,True,True,
v2_B_base_openrouter_20260729T111613965998,v2,v2+p6aa1a061e3ba+tbbfc1245f5f0,base,R09_no_tool_capability,False,unnecessary_tool,,no_tool,,True,True,True,
v2_B_base_openrouter_20260729T111613965998,v2,v2+p6aa1a061e3ba+tbbfc1245f5f0,base,R10_missing_handle,False,missing_info,,clarify,clarify,True,True,True,
v2_B_base_openrouter_20260729T111613965998,v2,v2+p6aa1a061e3ba+tbbfc1245f5f0,base,R11_missing_url,False,missing_info,,clarify,clarify,True,True,True,
v2_B_base_openrouter_20260729T111613965998,v2,v2+p6aa1a061e3ba+tbbfc1245f5f0,base,R12_confirm_before_send,False,wrong_boundary,,clarify,clarify,True,True,True,
v2_B_base_openrouter_20260729T111613965998,v2,v2+p6aa1a061e3ba+tbbfc1245f5f0,base,R13_parallel_web_and_tweets,False,wrong_tool,,lookup|social_search,lookup|social_search,True,True,True,
v2_B_base_openrouter_20260729T111613965998,v2,v2+p6aa1a061e3ba+tbbfc1245f5f0,base,R14_out_of_scope_coding,False,out_of_scope,,no_tool,,True,True,True,
v2_B_base_openrouter_20260729T111613965998,v2,v2+p6aa1a061e3ba+tbbfc1245f5f0,base,M01_clarify_then_fill,True,missing_info,,timeline,timeline,True,True,True,
v2_B_base_openrouter_20260729T111613965998,v2,v2+p6aa1a061e3ba+tbbfc1245f5f0,base,M02_carryover_timeframe,True,wrong_arg_value,,lookup,lookup,True,True,True,
v2_B_base_openrouter_20260729T111613965998,v2,v2+p6aa1a061e3ba+tbbfc1245f5f0,base,M03_correction_handle,True,wrong_arg_value,,timeline,timeline,True,True,True,
v2_B_base_openrouter_20260729T111613965998,v2,v2+p6aa1a061e3ba+tbbfc1245f5f0,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v2_B_base_openrouter_20260729T111613965998,v2,v2+p6aa1a061e3ba+tbbfc1245f5f0,base,M05_correction_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v2_B_base_openrouter_20260729T111613965998,v2,v2+p6aa1a061e3ba+tbbfc1245f5f0,base,M06_switch_tool,True,wrong_tool,,lookup,lookup,True,True,True,
v2_B_extension_openrouter_20260729T111849643032,v2,v2+p6aa1a061e3ba+tbbfc1245f5f0,extension,E01_company_source_policy,False,wrong_tool,wrong_arg_value,policy,policy,False,True,False,"policy_area: expected 'source_citation', got 'all'"
v2_B_extension_openrouter_20260729T111849643032,v2,v2+p6aa1a061e3ba+tbbfc1245f5f0,extension,E02_company_data_privacy,False,wrong_tool,,policy,policy,True,True,True,
v2_B_extension_openrouter_20260729T111849643032,v2,v2+p6aa1a061e3ba+tbbfc1245f5f0,extension,E03_company_telegram_approval,False,wrong_tool,wrong_arg_value,policy,policy,False,True,False,"policy_area: expected 'external_publishing', got None"
v2_B_extension_openrouter_20260729T111849643032,v2,v2+p6aa1a061e3ba+tbbfc1245f5f0,extension,E04_arxiv_search_topic,False,wrong_tool,,papers,papers,True,True,True,
v2_B_extension_openrouter_20260729T111849643032,v2,v2+p6aa1a061e3ba+tbbfc1245f5f0,extension,E05_arxiv_paper_text,False,wrong_tool,,paper_text,paper_text,True,True,True,
v2_B_extension_openrouter_20260729T111849643032,v2,v2+p6aa1a061e3ba+tbbfc1245f5f0,extension,E06_briefing_live_plus_style,False,wrong_tool,,lookup|policy,lookup|policy,True,True,True,
v2_B_extension_openrouter_20260729T111849643032,v2,v2+p6aa1a061e3ba+tbbfc1245f5f0,extension,E07_paper_scan_template_plus_arxiv,False,wrong_tool,,papers|policy,papers|policy,True,True,True,
v2_B_extension_openrouter_20260729T111849643032,v2,v2+p6aa1a061e3ba+tbbfc1245f5f0,extension,E08_specific_url_not_arxiv,False,wrong_tool,wrong_arg_value,fetch|policy,fetch|policy,False,True,False,"policy_area: expected 'ai_research', got None"
v2_B_extension_openrouter_20260729T111849643032,v2,v2+p6aa1a061e3ba+tbbfc1245f5f0,extension,E09_two_links_parallel,False,wrong_tool,,fetch|fetch,fetch|fetch,True,True,True,
v2_B_extension_openrouter_20260729T111849643032,v2,v2+p6aa1a061e3ba+tbbfc1245f5f0,extension,E10_arxiv_research_search,False,wrong_tool,,papers,papers,True,True,True,
v2_B_group_openrouter_20260729T111747214208,v2,v2+p6aa1a061e3ba+tbbfc1245f5f0,group,G01_missing_link_reference,False,missing_info,,clarify,clarify,True,True,True,
v2_B_group_openrouter_20260729T111747214208,v2,v2+p6aa1a061e3ba+tbbfc1245f5f0,group,G02_top_search_type_slang,False,wrong_arg_value,,social_search,social_search,True,True,True,
v2_B_group_openrouter_20260729T111747214208,v2,v2+p6aa1a061e3ba+tbbfc1245f5f0,group,G03_month_timeframe_query_hygiene,False,wrong_arg_value,,lookup,lookup,True,True,True,
v2_B_group_openrouter_20260729T111747214208,v2,v2+p6aa1a061e3ba+tbbfc1245f5f0,group,G04_send_boundary_urgent,False,wrong_boundary,,clarify,clarify,True,True,True,
v2_B_group_openrouter_20260729T111747214208,v2,v2+p6aa1a061e3ba+tbbfc1245f5f0,group,G05_out_of_scope_translation,False,out_of_scope,,no_tool,,True,True,True,
v2_B_group_openrouter_20260729T111747214208,v2,v2+p6aa1a061e3ba+tbbfc1245f5f0,group,GM01_switch_web_to_account,True,wrong_tool,,timeline,timeline,True,True,True,
v2_B_group_openrouter_20260729T111747214208,v2,v2+p6aa1a061e3ba+tbbfc1245f5f0,group,GM02_timeframe_correction,True,wrong_arg_value,,lookup,lookup,True,True,True,
v2_B_group_openrouter_20260729T111747214208,v2,v2+p6aa1a061e3ba+tbbfc1245f5f0,group,GM03_search_type_correction,True,wrong_arg_value,,social_search,social_search,True,True,True,
v2_B_group_openrouter_20260729T111747214208,v2,v2+p6aa1a061e3ba+tbbfc1245f5f0,group,GM04_send_after_research,True,wrong_boundary,,clarify,clarify,True,True,True,
v2_B_group_openrouter_20260729T111747214208,v2,v2+p6aa1a061e3ba+tbbfc1245f5f0,group,GM05_out_of_scope_midsession,True,out_of_scope,,no_tool,,True,True,True,
v3_B_base_openrouter_20260729T112042606157,v3,v3+p6aa1a061e3ba+t95ce6ea6ffed,base,R01_user_tweets_routing,False,wrong_tool,,timeline,timeline,True,True,True,
v3_B_base_openrouter_20260729T112042606157,v3,v3+p6aa1a061e3ba+t95ce6ea6ffed,base,R02_search_tweets_routing,False,wrong_tool,,social_search,social_search,True,True,True,
v3_B_base_openrouter_20260729T112042606157,v3,v3+p6aa1a061e3ba+t95ce6ea6ffed,base,R03_web_news_routing,False,wrong_tool,,lookup,lookup,True,True,True,
v3_B_base_openrouter_20260729T112042606157,v3,v3+p6aa1a061e3ba+t95ce6ea6ffed,base,R04_read_url_routing,False,wrong_tool,,fetch,fetch,True,True,True,
v3_B_base_openrouter_20260729T112042606157,v3,v3+p6aa1a061e3ba+t95ce6ea6ffed,base,R05_limit_arg,False,wrong_arg_value,,timeline,timeline,True,True,True,
v3_B_base_openrouter_20260729T112042606157,v3,v3+p6aa1a061e3ba+t95ce6ea6ffed,base,R06_timeframe_arg,False,wrong_arg_value,,lookup,lookup,True,True,True,
v3_B_base_openrouter_20260729T112042606157,v3,v3+p6aa1a061e3ba+t95ce6ea6ffed,base,R07_search_type_arg,False,wrong_arg_value,,social_search,social_search,True,True,True,
v3_B_base_openrouter_20260729T112042606157,v3,v3+p6aa1a061e3ba+t95ce6ea6ffed,base,R08_out_of_scope,False,out_of_scope,,no_tool,,True,True,True,
v3_B_base_openrouter_20260729T112042606157,v3,v3+p6aa1a061e3ba+t95ce6ea6ffed,base,R09_no_tool_capability,False,unnecessary_tool,,no_tool,,True,True,True,
v3_B_base_openrouter_20260729T112042606157,v3,v3+p6aa1a061e3ba+t95ce6ea6ffed,base,R10_missing_handle,False,missing_info,,clarify,clarify,True,True,True,
v3_B_base_openrouter_20260729T112042606157,v3,v3+p6aa1a061e3ba+t95ce6ea6ffed,base,R11_missing_url,False,missing_info,,clarify,clarify,True,True,True,
v3_B_base_openrouter_20260729T112042606157,v3,v3+p6aa1a061e3ba+t95ce6ea6ffed,base,R12_confirm_before_send,False,wrong_boundary,,clarify,clarify,True,True,True,
v3_B_base_openrouter_20260729T112042606157,v3,v3+p6aa1a061e3ba+t95ce6ea6ffed,base,R13_parallel_web_and_tweets,False,wrong_tool,,lookup|social_search,lookup|social_search,True,True,True,
v3_B_base_openrouter_20260729T112042606157,v3,v3+p6aa1a061e3ba+t95ce6ea6ffed,base,R14_out_of_scope_coding,False,out_of_scope,,no_tool,,True,True,True,
v3_B_base_openrouter_20260729T112042606157,v3,v3+p6aa1a061e3ba+t95ce6ea6ffed,base,M01_clarify_then_fill,True,missing_info,,timeline,timeline,True,True,True,
v3_B_base_openrouter_20260729T112042606157,v3,v3+p6aa1a061e3ba+t95ce6ea6ffed,base,M02_carryover_timeframe,True,wrong_arg_value,,lookup,lookup,True,True,True,
v3_B_base_openrouter_20260729T112042606157,v3,v3+p6aa1a061e3ba+t95ce6ea6ffed,base,M03_correction_handle,True,wrong_arg_value,,timeline,timeline,True,True,True,
v3_B_base_openrouter_20260729T112042606157,v3,v3+p6aa1a061e3ba+t95ce6ea6ffed,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v3_B_base_openrouter_20260729T112042606157,v3,v3+p6aa1a061e3ba+t95ce6ea6ffed,base,M05_correction_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v3_B_base_openrouter_20260729T112042606157,v3,v3+p6aa1a061e3ba+t95ce6ea6ffed,base,M06_switch_tool,True,wrong_tool,,lookup,lookup,True,True,True,
v3_B_base_openrouter_20260729T113607924459,v3,v3+p6aa1a061e3ba+t95ce6ea6ffed,base,R01_user_tweets_routing,False,wrong_tool,,timeline,timeline,True,True,True,
v3_B_base_openrouter_20260729T113607924459,v3,v3+p6aa1a061e3ba+t95ce6ea6ffed,base,R02_search_tweets_routing,False,wrong_tool,,social_search,social_search,True,True,True,
v3_B_base_openrouter_20260729T113607924459,v3,v3+p6aa1a061e3ba+t95ce6ea6ffed,base,R03_web_news_routing,False,wrong_tool,,lookup,lookup,True,True,True,
v3_B_base_openrouter_20260729T113607924459,v3,v3+p6aa1a061e3ba+t95ce6ea6ffed,base,R04_read_url_routing,False,wrong_tool,,fetch,fetch,True,True,True,
v3_B_base_openrouter_20260729T113607924459,v3,v3+p6aa1a061e3ba+t95ce6ea6ffed,base,R05_limit_arg,False,wrong_arg_value,,timeline,timeline,True,True,True,
v3_B_base_openrouter_20260729T113607924459,v3,v3+p6aa1a061e3ba+t95ce6ea6ffed,base,R06_timeframe_arg,False,wrong_arg_value,,lookup,lookup,True,True,True,
v3_B_base_openrouter_20260729T113607924459,v3,v3+p6aa1a061e3ba+t95ce6ea6ffed,base,R07_search_type_arg,False,wrong_arg_value,,social_search,social_search,True,True,True,
v3_B_base_openrouter_20260729T113607924459,v3,v3+p6aa1a061e3ba+t95ce6ea6ffed,base,R08_out_of_scope,False,out_of_scope,,no_tool,,True,True,True,
v3_B_base_openrouter_20260729T113607924459,v3,v3+p6aa1a061e3ba+t95ce6ea6ffed,base,R09_no_tool_capability,False,unnecessary_tool,,no_tool,,True,True,True,
v3_B_base_openrouter_20260729T113607924459,v3,v3+p6aa1a061e3ba+t95ce6ea6ffed,base,R10_missing_handle,False,missing_info,,clarify,clarify,True,True,True,
v3_B_base_openrouter_20260729T113607924459,v3,v3+p6aa1a061e3ba+t95ce6ea6ffed,base,R11_missing_url,False,missing_info,,clarify,clarify,True,True,True,
v3_B_base_openrouter_20260729T113607924459,v3,v3+p6aa1a061e3ba+t95ce6ea6ffed,base,R12_confirm_before_send,False,wrong_boundary,,clarify,clarify,True,True,True,
v3_B_base_openrouter_20260729T113607924459,v3,v3+p6aa1a061e3ba+t95ce6ea6ffed,base,R13_parallel_web_and_tweets,False,wrong_tool,,lookup|social_search,lookup|social_search,True,True,True,
v3_B_base_openrouter_20260729T113607924459,v3,v3+p6aa1a061e3ba+t95ce6ea6ffed,base,R14_out_of_scope_coding,False,out_of_scope,,no_tool,,True,True,True,
v3_B_base_openrouter_20260729T113607924459,v3,v3+p6aa1a061e3ba+t95ce6ea6ffed,base,M01_clarify_then_fill,True,missing_info,,timeline,timeline,True,True,True,
v3_B_base_openrouter_20260729T113607924459,v3,v3+p6aa1a061e3ba+t95ce6ea6ffed,base,M02_carryover_timeframe,True,wrong_arg_value,,lookup,lookup,True,True,True,
v3_B_base_openrouter_20260729T113607924459,v3,v3+p6aa1a061e3ba+t95ce6ea6ffed,base,M03_correction_handle,True,wrong_arg_value,,timeline,timeline,True,True,True,
v3_B_base_openrouter_20260729T113607924459,v3,v3+p6aa1a061e3ba+t95ce6ea6ffed,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v3_B_base_openrouter_20260729T113607924459,v3,v3+p6aa1a061e3ba+t95ce6ea6ffed,base,M05_correction_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v3_B_base_openrouter_20260729T113607924459,v3,v3+p6aa1a061e3ba+t95ce6ea6ffed,base,M06_switch_tool,True,wrong_tool,,lookup,lookup,True,True,True,
v3_B_extension_openrouter_20260729T111957092514,v3,v3+p6aa1a061e3ba+t95ce6ea6ffed,extension,E01_company_source_policy,False,wrong_tool,,policy,policy,True,True,True,
v3_B_extension_openrouter_20260729T111957092514,v3,v3+p6aa1a061e3ba+t95ce6ea6ffed,extension,E02_company_data_privacy,False,wrong_tool,,policy,policy,True,True,True,
v3_B_extension_openrouter_20260729T111957092514,v3,v3+p6aa1a061e3ba+t95ce6ea6ffed,extension,E03_company_telegram_approval,False,wrong_tool,,policy,policy,True,True,True,
v3_B_extension_openrouter_20260729T111957092514,v3,v3+p6aa1a061e3ba+t95ce6ea6ffed,extension,E04_arxiv_search_topic,False,wrong_tool,,papers,papers,True,True,True,
v3_B_extension_openrouter_20260729T111957092514,v3,v3+p6aa1a061e3ba+t95ce6ea6ffed,extension,E05_arxiv_paper_text,False,wrong_tool,,paper_text,paper_text,True,True,True,
v3_B_extension_openrouter_20260729T111957092514,v3,v3+p6aa1a061e3ba+t95ce6ea6ffed,extension,E06_briefing_live_plus_style,False,wrong_tool,,lookup|policy,policy|lookup,True,True,True,
v3_B_extension_openrouter_20260729T111957092514,v3,v3+p6aa1a061e3ba+t95ce6ea6ffed,extension,E07_paper_scan_template_plus_arxiv,False,wrong_tool,,papers|policy,papers|policy,True,True,True,
v3_B_extension_openrouter_20260729T111957092514,v3,v3+p6aa1a061e3ba+t95ce6ea6ffed,extension,E08_specific_url_not_arxiv,False,wrong_tool,,fetch|policy,fetch|policy,True,True,True,
v3_B_extension_openrouter_20260729T111957092514,v3,v3+p6aa1a061e3ba+t95ce6ea6ffed,extension,E09_two_links_parallel,False,wrong_tool,,fetch|fetch,fetch|fetch,True,True,True,
v3_B_extension_openrouter_20260729T111957092514,v3,v3+p6aa1a061e3ba+t95ce6ea6ffed,extension,E10_arxiv_research_search,False,wrong_tool,,papers,papers,True,True,True,
v3_B_group_openrouter_20260729T112110963946,v3,v3+p6aa1a061e3ba+t95ce6ea6ffed,group,G01_missing_link_reference,False,missing_info,,clarify,clarify,True,True,True,
